ensembl_id	ensembl_version	gene_symbol	gene_type	symbol_ambiguous	on_panel
ENSG00000035664	11	DAPK2	protein_coding	False	False
ENSG00000035681	9	NSMAF	protein_coding	False	False
ENSG00000035687	10	ADSS2	protein_coding	False	False
ENSG00000035720	8	STAP1	protein_coding	False	False
ENSG00000035862	12	TIMP2	protein_coding	False	False
ENSG00000035928	16	RFC1	protein_coding	False	False
ENSG00000036054	13	TBC1D23	protein_coding	False	False
ENSG00000036257	13	CUL3	protein_coding	False	False
ENSG00000036448	10	MYOM2	protein_coding	False	False
ENSG00000036473	8	OTC	protein_coding	False	False
ENSG00000036530	9	CYP46A1	protein_coding	False	False
ENSG00000036549	13	ZZZ3	protein_coding	False	False
ENSG00000036565	15	SLC18A1	protein_coding	False	False
ENSG00000036672	16	USP2	protein_coding	False	False
ENSG00000036828	17	CASR	protein_coding	False	False
ENSG00000037042	9	TUBG2	protein_coding	False	False
ENSG00000037241	7	RPL26L1	protein_coding	False	False
ENSG00000037280	16	FLT4	protein_coding	False	False
ENSG00000037474	15	NSUN2	protein_coding	False	False
ENSG00000037637	11	FBXO42	protein_coding	False	False
ENSG00000037749	12	MFAP3	protein_coding	False	False
ENSG00000037757	14	MRI1	protein_coding	False	False
ENSG00000037897	17	METTL1	protein_coding	False	False
ENSG00000037965	6	HOXC8	protein_coding	False	False
ENSG00000038002	9	AGA	protein_coding	False	False
ENSG00000038210	14	PI4K2B	protein_coding	False	False
ENSG00000038219	13	BOD1L1	protein_coding	False	False
ENSG00000038274	17	MAT2B	protein_coding	False	False
ENSG00000038295	8	TLL1	protein_coding	False	False
ENSG00000038358	15	EDC4	protein_coding	False	False
ENSG00000038382	20	TRIO	protein_coding	False	False
ENSG00000038427	16	VCAN	protein_coding	False	False
ENSG00000038532	16	CLEC16A	protein_coding	False	False
ENSG00000038945	15	MSR1	protein_coding	False	False
ENSG00000039068	19	CDH1	protein_coding	False	False
ENSG00000039123	16	MTREX	protein_coding	False	False
ENSG00000039139	9	DNAH5	protein_coding	False	False
ENSG00000039319	17	ZFYVE16	protein_coding	False	False
ENSG00000039523	20	RIPOR1	protein_coding	False	False
ENSG00000039537	14	C6	protein_coding	False	False
ENSG00000039560	14	RAI14	protein_coding	False	False
ENSG00000039600	11	SOX30	protein_coding	False	False
ENSG00000039650	12	PNKP	protein_coding	False	False
ENSG00000039987	7	BEST2	protein_coding	False	False
ENSG00000040199	18	PHLPP2	protein_coding	False	False
ENSG00000040275	17	SPDL1	protein_coding	False	False
ENSG00000040341	18	STAU2	protein_coding	False	False
ENSG00000040487	13	SLC66A1	protein_coding	False	False
ENSG00000040531	16	CTNS	protein_coding	False	False
ENSG00000040608	14	RTN4R	protein_coding	False	False
ENSG00000040633	13	PHF23	protein_coding	False	False
ENSG00000040731	10	CDH10	protein_coding	False	False
ENSG00000040933	16	INPP4A	protein_coding	False	False
ENSG00000041353	10	RAB27B	protein_coding	False	False
ENSG00000041357	16	PSMA4	protein_coding	False	False
ENSG00000041515	16	MYO16	protein_coding	False	False
ENSG00000041802	11	LSG1	protein_coding	False	False
ENSG00000041880	14	PARP3	protein_coding	False	False
ENSG00000041982	16	TNC	protein_coding	False	False
ENSG00000041988	15	THAP3	protein_coding	False	False
ENSG00000042062	13	RIPOR3	protein_coding	False	False
ENSG00000042088	14	TDP1	protein_coding	False	False
ENSG00000042286	15	AIFM2	protein_coding	False	False
ENSG00000042304	12	C2orf83	protein_coding	False	False
ENSG00000042317	17	SPATA7	protein_coding	False	False
ENSG00000042429	12	MED17	protein_coding	False	False
ENSG00000042445	14	RETSAT	protein_coding	False	False
ENSG00000042493	16	CAPG	protein_coding	False	False
ENSG00000042753	12	AP2S1	protein_coding	False	False
ENSG00000042781	14	USH2A	protein_coding	False	False
ENSG00000042813	8	ZPBP	protein_coding	False	False
ENSG00000042832	12	TG	protein_coding	False	False
ENSG00000042980	13	ADAM28	protein_coding	False	False
ENSG00000043039	7	BARX2	protein_coding	False	False
ENSG00000043093	15	DCUN1D1	protein_coding	False	False
ENSG00000043143	20	JADE2	protein_coding	False	False
ENSG00000043355	12	ZIC2	protein_coding	False	False
ENSG00000043462	13	LCP2	protein_coding	False	False
ENSG00000043514	17	TRIT1	protein_coding	False	False
ENSG00000043591	6	ADRB1	protein_coding	False	False
ENSG00000044012	4	GUCA2B	protein_coding	False	True
ENSG00000044090	10	CUL7	protein_coding	False	False
ENSG00000044115	21	CTNNA1	protein_coding	False	False
ENSG00000044446	12	PHKA2	protein_coding	False	False
ENSG00000044459	15	CNTLN	protein_coding	False	False
ENSG00000044524	11	EPHA3	protein_coding	False	False
ENSG00000044574	8	HSPA5	protein_coding	False	False
ENSG00000046604	13	DSG2	protein_coding	False	False
ENSG00000046647	13	GEMIN8	protein_coding	False	False
ENSG00000046651	15	OFD1	protein_coding	False	False
ENSG00000046653	15	GPM6B	protein_coding	False	False
ENSG00000046774	10	MAGEC2	protein_coding	False	False
ENSG00000046889	19	PREX2	protein_coding	False	False
ENSG00000047056	16	WDR37	protein_coding	False	False
ENSG00000047188	16	YTHDC2	protein_coding	False	False
ENSG00000047230	15	CTPS2	protein_coding	False	False
ENSG00000047249	18	ATP6V1H	protein_coding	False	False
ENSG00000047315	17	POLR2B	protein_coding	False	False
ENSG00000047346	12	FAM214A	protein_coding	False	False
ENSG00000047365	12	ARAP2	protein_coding	False	False
ENSG00000047410	14	TPR	protein_coding	False	False
ENSG00000047457	14	CP	protein_coding	False	False
ENSG00000047578	13	KATNIP	protein_coding	False	False
ENSG00000047579	20	DTNBP1	protein_coding	False	False
ENSG00000047597	7	XK	protein_coding	False	False
ENSG00000047617	15	ANO2	protein_coding	False	False
ENSG00000047621	12	C12orf4	protein_coding	False	False
ENSG00000047634	15	SCML1	protein_coding	False	False
ENSG00000047644	19	WWC3	protein_coding	False	False
ENSG00000047648	23	ARHGAP6	protein_coding	False	False
ENSG00000047662	5	FAM184B	protein_coding	False	False
ENSG00000047849	21	MAP4	protein_coding	False	False
ENSG00000047932	14	GOPC	protein_coding	False	False
ENSG00000047936	11	ROS1	protein_coding	False	False
ENSG00000048028	11	USP28	protein_coding	False	False
ENSG00000048052	22	HDAC9	protein_coding	False	False
ENSG00000048140	18	TSPAN17	protein_coding	False	False
ENSG00000048162	21	NOP16	protein_coding	False	False
ENSG00000048342	17	CC2D2A	protein_coding	False	False
ENSG00000048392	12	RRM2B	protein_coding	False	False
ENSG00000048405	10	ZNF800	protein_coding	False	False
ENSG00000048462	11	TNFRSF17	protein_coding	False	False
ENSG00000048471	14	SNX29	protein_coding	False	False
ENSG00000048540	15	LMO3	protein_coding	False	False
ENSG00000048544	6	MRPS10	protein_coding	False	False
ENSG00000048545	16	GUCA1A	protein_coding	False	False
ENSG00000048649	13	RSF1	protein_coding	False	False
ENSG00000048707	15	VPS13D	protein_coding	False	False
ENSG00000048740	18	CELF2	protein_coding	False	False
ENSG00000048828	17	FAM120A	protein_coding	False	False
ENSG00000048991	16	R3HDM1	protein_coding	False	False
ENSG00000049089	15	COL9A2	protein_coding	False	False
ENSG00000049130	16	KITLG	protein_coding	False	False
ENSG00000049167	15	ERCC8	protein_coding	False	False
ENSG00000049192	15	ADAMTS6	protein_coding	False	False
ENSG00000049239	13	H6PD	protein_coding	False	False
ENSG00000049245	13	VAMP3	protein_coding	False	False
ENSG00000049246	14	PER3	protein_coding	False	False
ENSG00000049247	14	UTS2	protein_coding	False	False
ENSG00000049249	9	TNFRSF9	protein_coding	False	False
ENSG00000049283	18	EPN3	protein_coding	False	False
ENSG00000049323	16	LTBP1	protein_coding	False	False
ENSG00000049449	10	RCN1	protein_coding	False	False
ENSG00000049540	18	ELN	protein_coding	False	False
ENSG00000049541	11	RFC2	protein_coding	False	False
ENSG00000049618	24	ARID1B	protein_coding	False	False
ENSG00000049656	14	CLPTM1L	protein_coding	False	False
ENSG00000049759	19	NEDD4L	protein_coding	False	False
ENSG00000049768	16	FOXP3	protein_coding	False	False
ENSG00000049769	14	PPP1R3F	protein_coding	False	False
ENSG00000049860	14	HEXB	protein_coding	False	False
ENSG00000049883	15	PTCD2	protein_coding	False	False
ENSG00000050030	16	NEXMIF	protein_coding	False	False
ENSG00000050130	18	JKAMP	protein_coding	False	False
ENSG00000050165	18	DKK3	protein_coding	False	False
ENSG00000050327	15	ARHGEF5	protein_coding	False	False
ENSG00000050344	9	NFE2L3	protein_coding	False	False
ENSG00000050393	11	MCUR1	protein_coding	False	False
ENSG00000050405	13	LIMA1	protein_coding	False	False
ENSG00000050426	16	LETMD1	protein_coding	False	False
ENSG00000050438	17	SLC4A8	protein_coding	False	False
ENSG00000050555	19	LAMC3	protein_coding	False	False
ENSG00000050628	20	PTGER3	protein_coding	False	False
ENSG00000050730	16	TNIP3	protein_coding	False	False
ENSG00000050748	18	MAPK9	protein_coding	False	False
ENSG00000050767	17	COL23A1	protein_coding	False	False
ENSG00000050820	17	BCAR1	protein_coding	False	False
ENSG00000051009	11	FAM160A2	protein_coding	False	False
ENSG00000051108	15	HERPUD1	protein_coding	False	False
ENSG00000051128	19	HOMER3	protein_coding	False	False
ENSG00000051180	17	RAD51	protein_coding	False	False
ENSG00000051341	14	POLQ	protein_coding	False	False
ENSG00000051382	9	PIK3CB	protein_coding	False	False
ENSG00000051523	11	CYBA	protein_coding	False	False
ENSG00000051596	10	THOC3	protein_coding	False	False
ENSG00000051620	11	HEBP2	protein_coding	False	False
ENSG00000051825	15	MPHOSPH9	protein_coding	False	False
ENSG00000052126	14	PLEKHA5	protein_coding	False	False
ENSG00000052344	16	PRSS8	protein_coding	False	False
ENSG00000052723	12	SIKE1	protein_coding	False	False
ENSG00000052749	14	RRP12	protein_coding	False	False
ENSG00000052795	13	FNIP2	protein_coding	False	False
ENSG00000052802	13	MSMO1	protein_coding	False	False
ENSG00000052841	15	TTC17	protein_coding	False	False
ENSG00000052850	8	ALX4	protein_coding	False	False
ENSG00000053108	17	FSTL4	protein_coding	False	False
ENSG00000053254	16	FOXN3	protein_coding	False	False
ENSG00000053328	8	METTL24	protein_coding	False	False
ENSG00000053371	12	AKR7A2	protein_coding	False	False
ENSG00000053372	5	MRTO4	protein_coding	False	False
ENSG00000053438	11	NNAT	protein_coding	False	False
ENSG00000053501	13	USE1	protein_coding	False	False
ENSG00000053524	12	MCF2L2	protein_coding	False	False
ENSG00000053702	15	NRIP2	protein_coding	False	False
ENSG00000053747	17	LAMA3	protein_coding	False	False
ENSG00000053770	12	AP5M1	protein_coding	False	False
ENSG00000053900	11	ANAPC4	protein_coding	False	False
ENSG00000053918	18	KCNQ1	protein_coding	False	False
ENSG00000054116	12	TRAPPC3	protein_coding	False	False
ENSG00000054118	15	THRAP3	protein_coding	False	False
ENSG00000054148	18	PHPT1	protein_coding	False	False
ENSG00000054179	12	ENTPD2	protein_coding	False	False
ENSG00000054219	11	LY75	protein_coding	False	False
ENSG00000054267	22	ARID4B	protein_coding	False	False
ENSG00000054277	14	OPN3	protein_coding	False	False
ENSG00000054282	16	SDCCAG8	protein_coding	False	False
ENSG00000054356	14	PTPRN	protein_coding	False	False
ENSG00000054392	13	HHAT	protein_coding	False	False
ENSG00000054523	18	KIF1B	protein_coding	False	False
ENSG00000054598	9	FOXC1	protein_coding	False	False
ENSG00000054611	14	TBC1D22A	protein_coding	False	False
ENSG00000054654	19	SYNE2	protein_coding	False	False
ENSG00000054690	14	PLEKHH1	protein_coding	False	False
ENSG00000054793	14	ATP9A	protein_coding	False	False
ENSG00000054796	13	SPO11	protein_coding	False	False
ENSG00000054803	4	CBLN4	protein_coding	False	False
ENSG00000054938	16	CHRDL2	protein_coding	False	False
ENSG00000054965	11	FAM168A	protein_coding	False	False
ENSG00000054967	13	RELT	protein_coding	False	False
ENSG00000054983	17	GALC	protein_coding	False	False
ENSG00000055044	11	NOP58	protein_coding	False	False
ENSG00000055070	17	SZRD1	protein_coding	False	False
ENSG00000055118	16	KCNH2	protein_coding	False	False
ENSG00000055130	17	CUL1	protein_coding	False	False
ENSG00000055147	19	FAM114A2	protein_coding	False	False
ENSG00000055163	20	CYFIP2	protein_coding	False	False
ENSG00000055208	19	TAB2	protein_coding	False	False
ENSG00000055211	14	GINM1	protein_coding	False	False
ENSG00000055332	18	EIF2AK2	protein_coding	False	False
ENSG00000055483	19	USP36	protein_coding	False	False
ENSG00000055609	19	KMT2C	protein_coding	False	False
ENSG00000055732	13	MCOLN3	protein_coding	False	False
ENSG00000055813	6	CCDC85A	protein_coding	False	False
ENSG00000055917	16	PUM2	protein_coding	False	False
ENSG00000055950	16	MRPL43	protein_coding	False	False
ENSG00000055955	17	ITIH4	protein_coding	False	False
ENSG00000055957	11	ITIH1	protein_coding	False	False
ENSG00000056050	7	HPF1	protein_coding	False	False
ENSG00000056097	16	ZFR	protein_coding	False	False
ENSG00000056277	16	ZNF280C	protein_coding	False	False
ENSG00000056291	17	NPFFR2	protein_coding	False	False
ENSG00000056487	16	PHF21B	protein_coding	False	False
ENSG00000056558	11	TRAF1	protein_coding	False	False
ENSG00000056586	16	RC3H2	protein_coding	False	False
ENSG00000056736	10	IL17RB	protein_coding	False	False
ENSG00000056972	20	TRAF3IP2	protein_coding	False	False
ENSG00000056998	20	GYG2	protein_coding	False	False
ENSG00000057019	16	DCBLD2	protein_coding	False	False
ENSG00000057149	16	SERPINB3	protein_coding	False	False
ENSG00000057252	13	SOAT1	protein_coding	False	False
ENSG00000057294	15	PKP2	protein_coding	False	False
ENSG00000057468	7	MSH4	protein_coding	False	False
ENSG00000057593	14	F7	protein_coding	False	False
ENSG00000057608	17	GDI2	protein_coding	False	False
ENSG00000057657	17	PRDM1	protein_coding	False	False
ENSG00000057663	16	ATG5	protein_coding	False	False
ENSG00000057704	13	TMCC3	protein_coding	False	False
ENSG00000057757	10	PITHD1	protein_coding	False	False
ENSG00000057935	14	MTA3	protein_coding	False	False
ENSG00000058056	9	USP13	protein_coding	False	False
ENSG00000058063	16	ATP11B	protein_coding	False	False
ENSG00000058085	15	LAMC2	protein_coding	False	False
ENSG00000058091	17	CDK14	protein_coding	False	False
ENSG00000058262	10	SEC61A1	protein_coding	False	False
ENSG00000058272	19	PPP1R12A	protein_coding	False	False
ENSG00000058335	16	RASGRF1	protein_coding	False	False
ENSG00000058404	20	CAMK2B	protein_coding	False	False
ENSG00000058453	17	CROCC	protein_coding	False	False
ENSG00000058600	16	POLR3E	protein_coding	False	False
ENSG00000058668	15	ATP2B4	protein_coding	False	False
ENSG00000058673	17	ZC3H11A	protein_coding	False	False
ENSG00000058729	11	RIOK2	protein_coding	False	False
ENSG00000058799	15	YIPF1	protein_coding	False	False
ENSG00000058804	12	NDC1	protein_coding	False	False
ENSG00000058866	15	DGKG	protein_coding	False	False
ENSG00000059122	17	FLYWCH1	protein_coding	False	False
ENSG00000059145	19	UNKL	protein_coding	False	False
ENSG00000059377	18	TBXAS1	protein_coding	False	False
ENSG00000059378	13	PARP12	protein_coding	False	False
ENSG00000059573	9	ALDH18A1	protein_coding	False	False
ENSG00000059588	10	TARBP1	protein_coding	False	False
ENSG00000059691	12	GATB	protein_coding	False	False
ENSG00000059728	11	MXD1	protein_coding	False	False
ENSG00000059758	8	CDK17	protein_coding	False	False
ENSG00000059769	20	DNAJC25	protein_coding	False	False
ENSG00000059804	16	SLC2A3	protein_coding	False	False
ENSG00000059915	17	PSD	protein_coding	False	False
ENSG00000060069	17	CTDP1	protein_coding	False	False
ENSG00000060138	13	YBX3	protein_coding	False	False
ENSG00000060140	9	STYK1	protein_coding	False	False
ENSG00000060237	18	WNK1	protein_coding	False	False
ENSG00000060339	14	CCAR1	protein_coding	False	False
ENSG00000060491	16	OGFR	protein_coding	False	False
ENSG00000060558	4	GNA15	protein_coding	False	False
ENSG00000060566	14	CREB3L3	protein_coding	False	False
ENSG00000060642	11	PIGV	protein_coding	False	False
ENSG00000060656	20	PTPRU	protein_coding	False	False
ENSG00000060688	13	SNRNP40	protein_coding	False	False
ENSG00000060709	15	RIMBP2	protein_coding	False	False
ENSG00000060718	22	COL11A1	protein_coding	False	False
ENSG00000060749	16	QSER1	protein_coding	False	False
ENSG00000060762	19	MPC1	protein_coding	False	False
ENSG00000060971	19	ACAA1	protein_coding	False	False
ENSG00000060982	15	BCAT1	protein_coding	False	False
ENSG00000061273	18	HDAC7	protein_coding	False	False
ENSG00000061337	15	LZTS1	protein_coding	False	False
ENSG00000061455	11	PRDM6	protein_coding	False	False
ENSG00000061492	12	WNT8A	protein_coding	False	False
ENSG00000061656	10	SPAG4	protein_coding	False	False
ENSG00000061676	15	NCKAP1	protein_coding	False	False
ENSG00000061794	13	MRPS35	protein_coding	False	False
ENSG00000061918	14	GUCY1B1	protein_coding	False	False
ENSG00000061936	10	SFSWAP	protein_coding	False	False
ENSG00000061938	20	TNK2	protein_coding	False	False
ENSG00000061987	16	MON2	protein_coding	False	False
ENSG00000062038	14	CDH3	protein_coding	False	False
ENSG00000062096	15	ARSF	protein_coding	False	False
ENSG00000062194	16	GPBP1	protein_coding	False	False
ENSG00000062282	15	DGAT2	protein_coding	False	False
ENSG00000062370	17	ZNF112	protein_coding	False	False
ENSG00000062485	19	CS	protein_coding	False	False
ENSG00000062524	16	LTK	protein_coding	False	False
ENSG00000062582	14	MRPS24	protein_coding	False	False
ENSG00000062598	18	ELMO2	protein_coding	False	False
ENSG00000062650	19	WAPL	protein_coding	False	False
ENSG00000062716	13	VMP1	protein_coding	False	False
ENSG00000062725	10	APPBP2	protein_coding	False	False
ENSG00000062822	15	POLD1	protein_coding	False	False
ENSG00000063015	20	SEZ6	protein_coding	False	False
ENSG00000063046	18	EIF4B	protein_coding	False	False
ENSG00000063127	16	SLC6A16	protein_coding	False	False
ENSG00000063169	11	BICRA	protein_coding	False	False
ENSG00000063176	16	SPHK2	protein_coding	False	False
ENSG00000063177	13	RPL18	protein_coding	False	False
ENSG00000063180	9	CA11	protein_coding	False	False
ENSG00000063241	8	ISOC2	protein_coding	False	False
ENSG00000063244	13	U2AF2	protein_coding	False	False
ENSG00000063245	15	EPN1	protein_coding	False	False
ENSG00000063322	15	MED29	protein_coding	False	False
ENSG00000063438	19	AHRR	protein_coding	False	False
ENSG00000063515	3	GSC2	protein_coding	False	False
ENSG00000063587	15	ZNF275	protein_coding	False	False
ENSG00000063601	17	MTMR1	protein_coding	False	False
ENSG00000063660	9	GPC1	protein_coding	False	False
ENSG00000063761	16	ADCK1	protein_coding	False	False
